Name,Number,Position,Shoots,Height,Weight,Age,Draft Year,Team,GP,G,1A,2A,Primary Points,Points,Shots,Shooting Percentage,+/-,PIM,Face-offs Won,Face-offs Taken,Face-off Win%,G/GP,1A/GP,2A/GP,Primary Points/GP,Points/GP,Shots/GP,Goals Created,Goals Created/GP,ES G,ES 1A,ES 2A,ES Primary Points,ES Points,ES G/GP,ES 1A/GP,ES 2A/GP,ES Primary Points/GP,ES Points/GP,ES Goals Created,ES Goals Created/GP,ES GF,ES GA,ES GF%,ES Team GF,ES Team GA,ES GF%Rel,ES eTOI,ES eG/60,ES e1A/60,ES e2A/60,ES ePrimary Points/60,ES ePoints/60,ES eGoals Created/60,PP G,PP 1A,PP 2A,PP Primary Points,PP Points,PP G/GP,PP 1A/GP,PP 2A/GP,PP Primary Points/GP,PP Points/GP,PP Goals Created,PP Goals Created/GP,Age Adjusted G,Age Adjusted 1A,Age Adjusted 2A,Age Adjusted Primary Points,Age Adjusted Points,Age Adjusted G/GP,Age Adjusted 1A/GP,Age Adjusted 2A/GP,Age Adjusted Primary Points/GP,Age Adjusted Points/GP,Era Adjusted G,Era Adjusted 1A,Era Adjusted 2A,Era Adjusted Primary Points,Era Adjusted Points,Era Adjusted G/GP,Era Adjusted 1A/GP,Era Adjusted 2A/GP,Era Adjusted Primary Points/GP,Era Adjusted Points/GP,ES Age Adjusted G,ES Age Adjusted 1A,ES Age Adjusted 2A,ES Age Adjusted Primary Points,ES Age Adjusted Points,ES Age Adjusted G/GP,ES Age Adjusted 1A/GP,ES Age Adjusted 2A/GP,ES Age Adjusted Primary Points/GP,ES Age Adjusted Points/GP,ES Age Adjusted G/60,ES Age Adjusted 1A/60,ES Age Adjusted 2A/60,ES Age Adjusted Primary Points/60,ES Age Adjusted Points/60,ES Era Adjusted G,ES Era Adjusted 1A,ES Era Adjusted 2A,ES Era Adjusted Primary Points,ES Era Adjusted Points,ES Era Adjusted G/GP,ES Era Adjusted 1A/GP,ES Era Adjusted 2A/GP,ES Era Adjusted Primary Points/GP,ES Era Adjusted Points/GP,ES Era Adjusted G/60,ES Era Adjusted 1A/60,ES Era Adjusted 2A/60,ES Era Adjusted Primary Points/60,ES Era Adjusted Points/60,Age and Era Adjusted G,Age and Era Adjusted 1A,Age and Era Adjusted 2A,Age and Era Adjusted Primary Points,Age and Era Adjusted Points,Age and Era Adjusted G/GP,Age and Era Adjusted 1A/GP,Age and Era Adjusted 2A/GP,Age and Era Adjusted Primary Points/GP,Age and Era Adjusted Points/GP,ES Age and Era Adjusted G,ES Age and Era Adjusted 1A,ES Age and Era Adjusted 2A,ES Age and Era Adjusted Primary Points,ES Age and Era Adjusted Points,ES Age and Era Adjusted G/GP,ES Age and Era Adjusted 1A/GP,ES Age and Era Adjusted 2A/GP,ES Age and Era Adjusted Primary Points/GP,ES Age and Era Adjusted Points/GP,ES Age and Era Adjusted G/60,ES Age and Era Adjusted 1A/60,ES Age and Era Adjusted 2A/60,ES Age and Era Adjusted Primary Points/60,ES Age and Era Adjusted Points/60,ES IPP
Laine McKay,23,C,R,6'00,190,18.696,2015,Muskegon Lumberjacks,27,4,4,1,8,9,37,10.811,3,10,0,0,0,0.148,0.148,0.037,0.296,0.333,1.37,4.3,0.159,4,3,1,7,8,0.148,0.111,0.037,0.259,0.296,4,0.148,11,8,57.895,59,64,11.741,9.818,0.905,0.679,0.226,1.584,1.811,0.905,0,1,0,1,1,0,0.037,0,0.037,0.037,0.3,0.011,3.153,3.186,0.79,6.339,7.129,0.117,0.118,0.029,0.235,0.264,4.162,4.163,1.04,8.325,9.365,0.154,0.154,0.039,0.308,0.347,3.247,2.457,0.815,5.704,6.519,0.12,0.091,0.03,0.211,0.241,0.735,0.556,0.184,1.291,1.476,4.284,3.211,1.07,7.495,8.565,0.159,0.119,0.04,0.278,0.317,0.97,0.727,0.242,1.697,1.939,3.278,3.311,0.821,6.589,7.41,0.121,0.123,0.03,0.244,0.274,3.485,2.637,0.874,6.121,6.996,0.129,0.098,0.032,0.227,0.259,0.789,0.597,0.198,1.386,1.583,72.727
Luke McInnis,3,LD,L,5'09,167,17.132,2016,Youngstown Phantoms,54,5,8,10,13,23,54,9.259,13,54,0,0,0,0.093,0.148,0.185,0.241,0.426,1,6.9,0.128,4,7,5,11,16,0.074,0.13,0.093,0.204,0.296,5.1,0.094,45,30,60,126,103,7.403,14.851,0.299,0.524,0.374,0.823,1.197,0.382,0,1,4,1,5,0,0.019,0.074,0.019,0.093,1.1,0.02,5.326,8.501,10.645,13.827,24.472,0.099,0.157,0.197,0.256,0.453,5.205,8.339,10.445,13.544,23.989,0.096,0.154,0.193,0.251,0.444,4.232,7.39,5.285,11.622,16.906,0.078,0.137,0.098,0.215,0.313,0.317,0.553,0.395,0.869,1.265,4.284,7.51,5.364,11.794,17.158,0.079,0.139,0.099,0.218,0.318,0.321,0.562,0.401,0.883,1.284,5.545,8.864,11.121,14.409,25.53,0.103,0.164,0.206,0.267,0.473,4.53,7.923,5.666,12.453,18.119,0.084,0.147,0.105,0.231,0.336,0.339,0.593,0.424,0.932,1.356,35.556
Garrett Hall,81,C,R,6'02,194,18.46,2015,Youngstown Phantoms,51,4,5,3,9,12,41,9.756,-9,8,0,0,0,0.078,0.098,0.059,0.176,0.235,0.804,4.5,0.088,3,5,3,8,11,0.059,0.098,0.059,0.157,0.216,3.8,0.075,16,26,38.095,118,101,-19.532,10.717,0.329,0.549,0.329,0.878,1.208,0.417,0,0,0,0,0,0,0,0,0,0,0,0,3.32,4.183,2.495,7.503,9.998,0.065,0.082,0.049,0.147,0.196,4.162,5.206,3.122,9.368,12.49,0.082,0.102,0.061,0.184,0.245,2.547,4.274,2.555,6.82,9.375,0.05,0.084,0.05,0.134,0.184,0.28,0.469,0.28,0.749,1.029,3.211,5.358,3.213,8.569,11.782,0.063,0.105,0.063,0.168,0.231,0.352,0.588,0.353,0.94,1.293,3.452,4.351,2.595,7.803,10.398,0.068,0.085,0.051,0.153,0.204,2.73,4.589,2.741,7.319,10.06,0.054,0.09,0.054,0.144,0.197,0.3,0.504,0.301,0.803,1.104,68.75
Vas Kolias,5,LD,L,5'09,156,18.6,2015,Youngstown Phantoms,51,5,9,6,14,20,50,10,-5,22,0,0,0,0.098,0.176,0.118,0.275,0.392,0.98,6.6,0.129,3,6,5,9,14,0.059,0.118,0.098,0.176,0.275,4.5,0.088,36,45,44.444,119,101,-15.268,16.109,0.219,0.438,0.365,0.657,1.022,0.329,1,3,1,4,5,0.02,0.059,0.02,0.078,0.098,1.6,0.031,4.027,7.315,4.843,11.341,16.184,0.079,0.143,0.095,0.222,0.317,5.205,9.385,6.254,14.59,20.844,0.102,0.184,0.123,0.286,0.409,2.48,5.001,4.15,7.482,11.631,0.049,0.098,0.081,0.147,0.228,0.181,0.365,0.303,0.546,0.849,3.211,6.433,5.364,9.644,15.008,0.063,0.126,0.105,0.189,0.294,0.234,0.47,0.392,0.704,1.096,4.188,7.618,5.044,11.806,16.851,0.082,0.149,0.099,0.231,0.33,2.66,5.375,4.462,8.035,12.497,0.052,0.105,0.087,0.158,0.245,0.194,0.393,0.326,0.587,0.913,38.889
Yushiroh Hirano,12,RW,R,6'00,200,20.077,2013,Youngstown Phantoms,50,20,12,7,32,39,140,14.286,7,26,0,0,0,0.4,0.24,0.14,0.64,0.78,2.8,15.9,0.318,14,5,5,19,24,0.28,0.1,0.1,0.38,0.48,10.2,0.204,37,26,58.73,113,101,8.399,13.837,1.214,0.434,0.434,1.648,2.081,0.885,6,7,2,13,15,0.12,0.14,0.04,0.26,0.3,5.7,0.114,10.879,6.736,3.837,17.615,21.452,0.218,0.135,0.077,0.352,0.429,20.935,12.529,7.3,33.464,40.764,0.419,0.251,0.146,0.669,0.815,8.319,3.051,3.008,11.37,14.378,0.166,0.061,0.06,0.227,0.288,0.722,0.265,0.261,0.986,1.247,15.069,5.358,5.364,20.427,25.791,0.301,0.107,0.107,0.409,0.516,1.307,0.465,0.465,1.772,2.237,11.354,7.003,3.992,18.358,22.35,0.227,0.14,0.08,0.367,0.447,9.01,3.294,3.25,12.304,15.554,0.18,0.066,0.065,0.246,0.311,0.781,0.286,0.282,1.067,1.349,64.865
Nate Knoepke,45,LD,L,6'03,191,16.438,2017,Team USA,31,1,3,3,4,7,30,3.333,-18,16,0,0,0,0.032,0.097,0.097,0.129,0.226,0.968,2,0.065,1,2,2,3,5,0.032,0.065,0.065,0.097,0.161,1.5,0.048,15,33,31.25,61,104,-8.066,13.265,0.146,0.292,0.292,0.438,0.73,0.219,0,1,1,1,2,0,0.032,0.032,0.032,0.065,0.5,0.016,1.188,3.542,3.559,4.73,8.289,0.038,0.114,0.115,0.153,0.267,1.039,3.121,3.122,4.16,7.282,0.034,0.101,0.101,0.134,0.235,1.167,2.321,2.328,3.489,5.817,0.038,0.075,0.075,0.113,0.188,0.17,0.339,0.34,0.509,0.849,1.069,2.14,2.141,3.209,5.35,0.034,0.069,0.069,0.104,0.173,0.156,0.312,0.312,0.468,0.78,1.235,3.688,3.705,4.923,8.628,0.04,0.119,0.12,0.159,0.278,1.246,2.48,2.489,3.726,6.215,0.04,0.08,0.08,0.12,0.2,0.182,0.362,0.363,0.544,0.907,33.333
Josh Maniscalco,41,RD,R,6'00,208,16.575,2017,Team USA,31,3,1,5,4,9,29,10.345,-6,36,0,0,0,0.097,0.032,0.161,0.129,0.29,0.935,2.8,0.09,3,1,4,4,8,0.097,0.032,0.129,0.129,0.258,2.6,0.084,16,22,42.105,61,104,6.672,11.492,0.505,0.168,0.674,0.674,1.347,0.438,0,0,1,0,1,0,0,0.032,0,0.032,0.2,0.006,3.491,1.157,5.811,4.649,10.459,0.113,0.037,0.187,0.15,0.337,3.121,1.039,5.209,4.16,9.369,0.101,0.034,0.168,0.134,0.302,3.437,1.14,4.572,4.577,9.149,0.111,0.037,0.147,0.148,0.295,0.579,0.192,0.77,0.771,1.541,3.211,1.069,4.288,4.28,8.568,0.104,0.034,0.138,0.138,0.276,0.541,0.18,0.722,0.721,1.443,3.634,1.203,6.056,4.837,10.893,0.117,0.039,0.195,0.156,0.351,3.674,1.217,4.895,4.891,9.786,0.119,0.039,0.158,0.158,0.316,0.619,0.205,0.824,0.824,1.648,50
Evan Barratt,53,LW,L,5'11,170,16.573,2017,Team USA,31,6,7,3,13,16,73,8.219,-18,32,0,0,0,0.194,0.226,0.097,0.419,0.516,2.355,5.7,0.184,4,6,2,10,12,0.129,0.194,0.065,0.323,0.387,4.2,0.135,17,33,34,61,104,-4.261,13.619,0.568,0.853,0.284,1.421,1.705,0.597,2,1,1,3,4,0.065,0.032,0.032,0.097,0.129,1.5,0.048,6.984,8.105,3.488,15.089,18.577,0.225,0.261,0.113,0.487,0.599,6.248,7.294,3.122,13.542,16.664,0.202,0.235,0.101,0.437,0.538,4.584,6.842,2.287,11.425,13.712,0.148,0.221,0.074,0.369,0.442,0.651,0.972,0.325,1.624,1.949,4.284,6.433,2.141,10.717,12.858,0.138,0.208,0.069,0.346,0.415,0.609,0.914,0.304,1.523,1.827,7.277,8.451,3.631,15.728,19.359,0.235,0.273,0.117,0.507,0.624,4.904,7.325,2.445,12.228,14.673,0.158,0.236,0.079,0.394,0.473,0.697,1.041,0.347,1.738,2.085,70.588
Joey Cassetti,34,LW,L,6'02,176,16.545,2017,Team USA,24,4,2,1,6,7,31,12.903,-17,20,0,0,0,0.167,0.083,0.042,0.25,0.292,1.292,3.8,0.158,3,2,0,5,5,0.125,0.083,0,0.208,0.208,3.1,0.129,10,27,27.027,54,84,-16.537,12.581,0.596,0.397,0,0.994,0.994,0.616,1,0,1,1,2,0.042,0,0.042,0.042,0.083,0.7,0.029,4.676,2.325,1.167,7.001,8.169,0.195,0.097,0.049,0.292,0.34,4.162,2.08,1.04,6.242,7.282,0.173,0.087,0.043,0.26,0.303,3.451,2.289,0,5.74,5.74,0.144,0.095,0,0.239,0.239,0.686,0.455,0,1.141,1.141,3.211,2.14,0,5.351,5.351,0.134,0.089,0,0.223,0.223,0.638,0.425,0,1.063,1.063,4.868,2.42,1.215,7.288,8.502,0.203,0.101,0.051,0.304,0.354,3.689,2.446,0,6.135,6.135,0.154,0.102,0,0.256,0.256,0.733,0.486,0,1.219,1.219,50
Logan Cockerill,47,LW,L,5'08,160,16.537,2017,Team USA,25,4,6,4,10,14,49,8.163,-3,6,0,0,0,0.16,0.24,0.16,0.4,0.56,1.96,4.6,0.184,4,4,4,8,12,0.16,0.16,0.16,0.32,0.48,4,0.16,17,20,45.946,45,84,15.511,13.005,0.738,0.738,0.738,1.476,2.214,0.738,0,2,0,2,2,0,0.08,0,0.08,0.08,0.6,0.024,4.682,6.984,4.675,11.665,16.341,0.187,0.279,0.187,0.467,0.654,4.162,6.249,4.165,10.411,14.576,0.166,0.25,0.167,0.416,0.583,4.607,4.583,4.596,9.189,13.785,0.184,0.183,0.184,0.368,0.551,0.85,0.846,0.848,1.696,2.544,4.284,4.284,4.288,8.568,12.856,0.171,0.171,0.172,0.343,0.514,0.791,0.791,0.791,1.582,2.373,4.874,7.279,4.87,12.153,17.023,0.195,0.291,0.195,0.486,0.681,4.928,4.901,4.92,9.828,14.748,0.197,0.196,0.197,0.393,0.59,0.909,0.904,0.908,1.814,2.722,70.588
Sean Dhooghe,42,RW,R,5'02,136,16.521,2017,Team USA,28,8,0,4,8,12,62,12.903,-7,14,0,0,0,0.286,0,0.143,0.286,0.429,2.214,6.5,0.232,4,0,3,4,7,0.143,0,0.107,0.143,0.25,3.3,0.118,17,25,40.476,55,91,3.938,13.122,0.653,0,0.49,0.653,1.143,0.539,3,0,1,3,4,0.107,0,0.036,0.107,0.143,2.2,0.079,9.386,0,4.687,9.386,14.073,0.335,0,0.167,0.335,0.503,8.337,0,4.165,8.337,12.502,0.298,0,0.149,0.298,0.446,4.617,0,3.454,4.617,8.071,0.165,0,0.123,0.165,0.288,0.754,0,0.564,0.754,1.318,4.284,0,3.213,4.284,7.497,0.153,0,0.115,0.153,0.268,0.7,0,0.525,0.7,1.225,9.786,0,4.882,9.786,14.668,0.35,0,0.174,0.35,0.524,4.938,0,3.694,4.938,8.632,0.176,0,0.132,0.176,0.308,0.806,0,0.603,0.806,1.41,41.176
Randy Hernandez,49,RW,R,5'11,165,16.674,2017,Team USA,29,2,2,2,4,6,28,7.143,-8,10,0,0,0,0.069,0.069,0.069,0.138,0.207,0.966,2.2,0.076,1,2,2,3,5,0.034,0.069,0.069,0.103,0.172,1.7,0.059,11,20,35.484,59,97,-2.916,10.491,0.197,0.394,0.394,0.592,0.986,0.335,1,0,0,1,1,0.034,0,0,0.034,0.034,0.5,0.017,2.292,2.281,2.29,4.574,6.863,0.079,0.079,0.079,0.158,0.237,2.08,2.08,2.08,4.16,6.24,0.072,0.072,0.072,0.143,0.215,1.13,2.25,2.255,3.38,5.635,0.039,0.078,0.078,0.117,0.194,0.223,0.444,0.445,0.667,1.111,1.069,2.14,2.141,3.209,5.35,0.037,0.074,0.074,0.111,0.184,0.211,0.422,0.422,0.633,1.055,2.385,2.374,2.382,4.759,7.141,0.082,0.082,0.082,0.164,0.246,1.207,2.404,2.411,3.611,6.023,0.042,0.083,0.083,0.125,0.208,0.238,0.474,0.476,0.712,1.188,45.455
Logan Hutsko,44,RW,R,5'09,159,16.592,2017,Team USA,16,2,2,1,4,5,26,7.692,-8,18,0,0,0,0.125,0.125,0.063,0.25,0.313,1.625,2.8,0.175,1,1,1,2,3,0.063,0.063,0.063,0.125,0.188,1.5,0.094,4,11,26.667,32,47,-17.083,10.1,0.371,0.371,0.371,0.743,1.114,0.557,1,1,0,2,2,0.063,0.063,0,0.125,0.125,1.3,0.081,2.321,2.309,1.159,4.631,5.79,0.145,0.144,0.072,0.289,0.362,2.08,2.08,1.04,4.16,5.2,0.13,0.13,0.065,0.26,0.325,1.143,1.137,1.14,2.28,3.421,0.071,0.071,0.071,0.142,0.214,0.424,0.422,0.423,0.847,1.27,1.069,1.069,1.07,2.138,3.208,0.067,0.067,0.067,0.134,0.201,0.397,0.397,0.397,0.794,1.191,2.415,2.403,1.206,4.819,6.025,0.151,0.15,0.075,0.301,0.377,1.22,1.214,1.219,2.435,3.653,0.076,0.076,0.076,0.152,0.228,0.453,0.451,0.452,0.904,1.356,75
Grant Mismash,46,LW,L,6'00,182,16.57,2017,Team USA,31,13,6,3,19,22,88,14.773,-8,50,0,0,0,0.419,0.194,0.097,0.613,0.71,2.839,9.9,0.319,11,3,3,14,17,0.355,0.097,0.097,0.452,0.548,8,0.258,26,32,44.828,61,104,12.118,15.038,1.416,0.386,0.386,1.802,2.188,1.03,2,3,0,5,5,0.065,0.097,0,0.161,0.161,1.9,0.061,15.14,6.95,3.489,22.089,25.579,0.488,0.224,0.113,0.713,0.825,13.573,6.249,3.122,19.822,22.944,0.438,0.202,0.101,0.639,0.74,12.611,3.422,3.431,16.033,19.464,0.407,0.11,0.111,0.517,0.628,1.623,0.44,0.442,2.064,2.505,11.822,3.211,3.213,15.033,18.246,0.381,0.104,0.104,0.485,0.589,1.522,0.413,0.414,1.935,2.349,15.815,7.244,3.633,23.058,26.691,0.51,0.234,0.117,0.744,0.861,13.537,3.657,3.67,17.195,20.865,0.437,0.118,0.118,0.555,0.673,1.742,0.471,0.472,2.213,2.685,65.385
Josh Norris,39,C,L,6'00,181,16.364,2017,Team USA,20,2,3,2,5,7,37,5.405,-8,12,0,0,0,0.1,0.15,0.1,0.25,0.35,1.85,2.5,0.125,2,1,0,3,3,0.1,0.05,0,0.15,0.15,1.5,0.075,6,14,30,38,57,-12.667,10.57,0.568,0.284,0,0.851,0.851,0.426,0,2,2,2,4,0,0.1,0.1,0.1,0.2,1,0.05,2.402,3.58,2.398,5.982,8.381,0.12,0.179,0.12,0.299,0.419,2.08,3.121,2.08,5.201,7.281,0.104,0.156,0.104,0.26,0.364,2.358,1.172,0,3.53,3.53,0.118,0.059,0,0.176,0.176,0.669,0.333,0,1.002,1.002,2.14,1.069,0,3.209,3.209,0.107,0.053,0,0.16,0.16,0.607,0.303,0,0.91,0.91,2.5,3.728,2.496,6.227,8.723,0.125,0.186,0.125,0.311,0.436,2.519,1.251,0,3.77,3.77,0.126,0.063,0,0.188,0.188,0.715,0.355,0,1.07,1.07,50
Nick Swaney,13,RW,R,5'10,167,18.016,2015,Waterloo Black Hawks,51,27,10,10,37,47,160,16.875,8,14,0,0,0,0.529,0.196,0.196,0.725,0.922,3.137,20.2,0.396,21,5,8,26,34,0.412,0.098,0.157,0.51,0.667,14.9,0.292,48,33,59.259,130,103,5.312,14.977,1.65,0.393,0.628,2.042,2.671,1.17,4,5,2,9,11,0.078,0.098,0.039,0.176,0.216,3.9,0.076,24.534,9.122,9.095,33.656,42.751,0.481,0.179,0.178,0.66,0.838,28.336,10.432,10.445,38.768,49.213,0.556,0.205,0.205,0.76,0.965,19.294,4.61,7.362,23.904,31.265,0.378,0.09,0.144,0.469,0.613,1.516,0.362,0.578,1.878,2.456,22.684,5.358,8.602,28.042,36.644,0.445,0.105,0.169,0.55,0.719,1.782,0.421,0.676,2.203,2.879,25.739,9.511,9.497,35.25,44.747,0.505,0.186,0.186,0.691,0.877,20.858,4.945,7.923,25.802,33.726,0.409,0.097,0.155,0.506,0.661,1.638,0.388,0.622,2.027,2.649,70.833
Garrett Wait,17,LW,L,6'00,166,17.258,2016,Waterloo Black Hawks,52,3,4,2,7,9,62,4.839,-5,44,0,0,0,0.058,0.077,0.038,0.135,0.173,1.192,3.3,0.063,3,4,2,7,9,0.058,0.077,0.038,0.135,0.173,3.3,0.063,13,18,41.935,134,110,-14.873,8.525,0.406,0.541,0.271,0.947,1.218,0.447,0,0,0,0,0,0,0,0,0,0,0,0,3.128,4.165,2.085,7.293,9.378,0.06,0.08,0.04,0.14,0.18,3.121,4.163,2.08,7.284,9.364,0.06,0.08,0.04,0.14,0.18,3.114,4.146,2.075,7.261,9.336,0.06,0.08,0.04,0.14,0.18,0.422,0.561,0.281,0.983,1.264,3.211,4.284,2.141,7.495,9.636,0.062,0.082,0.041,0.144,0.185,0.435,0.58,0.29,1.015,1.305,3.255,4.335,2.169,7.591,9.759,0.063,0.083,0.042,0.146,0.188,3.332,4.439,2.22,7.771,9.991,0.064,0.085,0.043,0.149,0.192,0.451,0.601,0.301,1.052,1.352,69.231
Bo Hanson,9,LD,L,6'02,199,17.838,2016,Muskegon Lumberjacks,53,0,2,4,2,6,32,0,-4,51,0,0,0,0,0.038,0.075,0.038,0.113,0.604,1.4,0.026,0,2,4,2,6,0,0.038,0.075,0.038,0.113,1.4,0.026,32,37,46.377,114,137,1.322,13.365,0,0.169,0.339,0.169,0.508,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,1.885,3.763,1.885,5.648,0,0.036,0.071,0.036,0.107,0,2.08,4.165,2.08,6.245,0,0.039,0.079,0.039,0.118,0,1.898,3.791,1.898,5.689,0,0.036,0.072,0.036,0.107,0,0.161,0.321,0.161,0.482,0,2.14,4.288,2.14,6.428,0,0.04,0.081,0.04,0.121,0,0.181,0.363,0.181,0.544,0,1.96,3.917,1.96,5.877,0,0.037,0.074,0.037,0.111,0,2.032,4.066,2.032,6.098,0,0.038,0.077,0.038,0.115,0,0.172,0.344,0.172,0.517,18.75
Trevor Hamilton,14,RD,R,6'00,187,20.499,2013,Lincoln Stars,49,11,11,13,22,35,91,12.088,-3,51,0,0,0,0.224,0.224,0.265,0.449,0.714,1.857,11.8,0.241,6,4,9,10,19,0.122,0.082,0.184,0.204,0.388,6.4,0.131,47,46,50.538,109,113,2.476,17.719,0.415,0.276,0.622,0.691,1.313,0.442,5,7,4,12,16,0.102,0.143,0.082,0.245,0.327,5.4,0.11,5.162,5.384,6.165,10.546,16.711,0.105,0.11,0.126,0.215,0.341,11.476,11.48,13.6,22.956,36.556,0.234,0.234,0.278,0.468,0.746,3.167,2.185,4.827,5.352,10.178,0.065,0.045,0.099,0.109,0.208,0.219,0.151,0.334,0.37,0.703,6.432,4.284,9.684,10.716,20.4,0.131,0.087,0.198,0.219,0.416,0.444,0.296,0.669,0.74,1.409,5.364,5.588,6.428,10.952,17.38,0.109,0.114,0.131,0.224,0.355,3.422,2.363,5.242,5.786,11.028,0.07,0.048,0.107,0.118,0.225,0.237,0.163,0.362,0.4,0.762,40.426
Logan Drevitch,22,LW,R,5'09,162,17.422,2016,Muskegon Lumberjacks,50,3,7,2,10,12,76,3.947,-16,87,0,0,0,0.06,0.14,0.04,0.2,0.24,1.52,5,0.1,3,5,1,8,9,0.06,0.1,0.02,0.16,0.18,4.2,0.084,18,33,35.294,110,136,-11.885,11.276,0.319,0.532,0.106,0.851,0.958,0.447,0,2,1,2,3,0,0.04,0.02,0.04,0.06,0.8,0.016,3.041,7.093,2.027,10.134,12.162,0.061,0.142,0.041,0.203,0.243,3.121,7.294,2.08,10.415,12.495,0.062,0.146,0.042,0.208,0.25,3.037,5.059,1.012,8.096,9.108,0.061,0.101,0.02,0.162,0.182,0.323,0.538,0.108,0.862,0.969,3.211,5.358,1.07,8.569,9.639,0.064,0.107,0.021,0.171,0.193,0.342,0.57,0.114,0.912,1.026,3.164,7.391,2.109,10.556,12.664,0.063,0.148,0.042,0.211,0.253,3.25,5.42,1.083,8.671,9.753,0.065,0.108,0.022,0.173,0.195,0.346,0.577,0.115,0.923,1.038,50
Danny DiGrande,18,C,R,5'11,185,18.112,2015,Muskegon Lumberjacks,32,3,1,2,4,6,26,11.538,-5,38,0,0,0,0.094,0.031,0.063,0.125,0.188,0.813,2.9,0.091,3,1,2,4,6,0.094,0.031,0.063,0.125,0.188,2.9,0.091,12,17,41.379,68,87,-3.065,10.578,0.532,0.177,0.355,0.709,1.064,0.514,0,0,0,0,0,0,0,0,0,0,0,0,2.675,0.896,1.785,3.571,5.356,0.084,0.028,0.056,0.112,0.167,3.121,1.039,2.08,4.16,6.24,0.098,0.032,0.065,0.13,0.195,2.711,0.907,1.811,3.618,5.429,0.085,0.028,0.057,0.113,0.17,0.481,0.161,0.321,0.641,0.962,3.211,1.069,2.141,4.28,6.421,0.1,0.033,0.067,0.134,0.201,0.569,0.189,0.379,0.758,1.137,2.782,0.93,1.856,3.712,5.568,0.087,0.029,0.058,0.116,0.174,2.904,0.971,1.941,3.876,5.816,0.091,0.03,0.061,0.121,0.182,0.515,0.172,0.344,0.687,1.031,50
Robbie DeMontis,19,C,L,5'08,175,19.575,2014,Muskegon Lumberjacks,34,5,9,4,14,18,67,7.463,-5,12,0,0,0,0.147,0.265,0.118,0.412,0.529,1.971,6.7,0.197,4,6,3,10,13,0.118,0.176,0.088,0.294,0.382,4.6,0.135,15,21,41.667,66,87,-1.923,12.205,0.578,0.868,0.434,1.446,1.88,0.665,0,3,1,3,4,0,0.088,0.029,0.088,0.118,1.1,0.032,3.164,5.821,2.545,8.985,11.53,0.093,0.171,0.075,0.264,0.339,5.205,9.385,4.165,14.59,18.755,0.153,0.276,0.122,0.429,0.552,2.693,4.116,2.037,6.81,8.847,0.079,0.121,0.06,0.2,0.26,0.389,0.595,0.295,0.985,1.279,4.284,6.433,3.213,10.717,13.93,0.126,0.189,0.095,0.315,0.41,0.619,0.93,0.465,1.549,2.014,3.287,6.052,2.645,9.339,11.985,0.097,0.178,0.078,0.275,0.352,2.897,4.437,2.193,7.334,9.528,0.085,0.131,0.065,0.216,0.28,0.419,0.642,0.317,1.061,1.378,86.667
William Graber,28,C,R,6'05,186,19.285,2014,Fargo Force,54,9,9,6,18,24,118,7.627,-12,73,0,0,0,0.167,0.167,0.111,0.333,0.444,2.185,9,0.167,5,7,1,12,13,0.093,0.13,0.019,0.222,0.241,5,0.093,24,34,41.379,107,119,-8.026,12.572,0.442,0.619,0.088,1.061,1.149,0.442,3,2,4,5,9,0.056,0.037,0.074,0.093,0.167,3.1,0.057,6.157,6.265,4.122,12.422,16.544,0.114,0.116,0.076,0.23,0.306,9.383,9.385,6.254,18.768,25.022,0.174,0.174,0.116,0.348,0.463,3.595,5.11,0.724,8.704,9.428,0.067,0.095,0.013,0.161,0.175,0.318,0.452,0.064,0.769,0.833,5.357,7.51,1.07,12.867,13.937,0.099,0.139,0.02,0.238,0.258,0.473,0.664,0.095,1.137,1.232,6.409,6.518,4.291,12.927,17.218,0.119,0.121,0.079,0.239,0.319,3.865,5.506,0.778,9.371,10.149,0.072,0.102,0.014,0.174,0.188,0.342,0.487,0.069,0.828,0.897,54.167
Alex Esposito,23,RW,R,5'11,179,19.285,2014,Youngstown Phantoms,54,11,9,5,20,25,85,12.941,-5,44,0,0,0,0.204,0.167,0.093,0.37,0.463,1.574,10.3,0.191,9,6,5,15,20,0.167,0.111,0.093,0.278,0.37,8.4,0.156,28,33,45.902,121,106,-10.122,13.159,0.76,0.507,0.422,1.267,1.689,0.709,2,2,0,4,4,0.037,0.037,0,0.074,0.074,1.6,0.03,7.525,6.265,3.435,13.79,17.226,0.139,0.116,0.064,0.255,0.319,11.476,9.385,5.209,20.861,26.07,0.213,0.174,0.096,0.386,0.483,6.471,4.38,3.62,10.85,14.47,0.12,0.081,0.067,0.201,0.268,0.546,0.37,0.306,0.916,1.222,9.662,6.433,5.364,16.095,21.459,0.179,0.119,0.099,0.298,0.397,0.816,0.543,0.453,1.359,1.812,7.838,6.518,3.574,14.356,17.93,0.145,0.121,0.066,0.266,0.332,6.971,4.716,3.9,11.687,15.587,0.129,0.087,0.072,0.216,0.289,0.589,0.398,0.329,0.987,1.316,71.429
